Name,Fertility,Photoperiod,Temperature,Rainfall,pH,Light_Hours,Light_Intensity,Rh,Nitrogen,Phosphorus,Potassium,Category_pH,Soil_Type,Season
Arugula,Moderate,Short Day Period,23.95123914,637.2468456,7.98622927,10.78072984,279.1068977,39.09801169,158.2537903,351.1533008,172.9717624,alkaline,Sandy Loam,Summer
Chard,Moderate,Day Neutral,23.04354665,796.196895,6.339700147,13.55374535,960.3240581,46.73437437,203.8143997,317.2926584,369.3472139,slightly_acidic,Loam,Winter
Watermelon,High,Short Day Period,34.78965426,699.7668987,6.458977258,6.407517268,293.1989697,91.72722445,98.5898754,38.71975687,53.30984369,slightly_acidic,Sandy Loam,Spring
Kale,High,Day Neutral,17.86665002,739.3243473,5.340461599,9.150666312,83.00150187,94.3175369,167.6128329,62.53383134,115.963671,strongly_acidic,Loam,Fall
Beet,High,Short Day Period,17.99618149,749.3124115,6.708463211,6.028361432,106.4137495,99.35214176,140.0431133,170.8174822,109.6336867,neutral,Sandy Loam,Spring
Chilli Peppers,Moderate,Short Day Period,18.69491013,1082.780803,5.763478682,7.856475542,478.7170755,77.05046085,319.2548841,138.806908,548.4394525,moderately_acidic,Loam,Spring
Tomatoes,High,Day Neutral,24.83266465,413.7016918,5.756173248,7.662080588,704.83935,51.26026513,147.3571256,167.5159944,312.9695632,moderately_acidic,Sandy Loam,Summer
Green Peas,Moderate,Day Neutral,13.2218957,966.022339,6.15556901,6.753476275,324.1837459,72.56323401,162.7202446,40.88170171,123.0251895,slightly_acidic,Sandy,Summer
Chard,High,Day Neutral,23.02091915,649.4925902,6.354947247,13.51763754,951.1718459,40.13162264,163.1188785,248.9489307,394.9086208,slightly_acidic,Loam,Winter
Green Peas,Moderate,Short Day Period,17.37314663,1064.477187,5.718829897,6.288945669,304.548138,62.39087375,170.3822909,42.89095993,123.2242051,moderately_acidic,Sandy,Fall
Strawberry,Moderate,Day Neutral,16.48633518,638.1601261,6.560375828,12.40187765,539.8976612,90.47301321,185.0770161,126.619353,232.0087954,neutral,Clay Loam,Summer
Potatoes,Moderate,Short Day Period,18.73802085,578.3925616,6.344639397,6.203460324,366.4582033,65.52659155,189.5225721,91.75731509,217.5201741,slightly_acidic,Silt Loam,Fall
Chilli Peppers,High,Short Day Period,16.56713321,1281.62056,6.567923322,10.89986265,615.6226941,66.91427019,363.6820459,145.2869097,552.0725875,neutral,Silt Loam,Spring
Potatoes,Moderate,Short Day Period,20.48678255,808.7099709,6.060938291,6.697245308,472.5083977,69.99452087,176.9879904,92.41380293,204.7492434,slightly_acidic,Loam,Summer
Asparagus,High,Short Day Period,15.55492658,929.1085548,6.589646216,8.816950828,417.9220961,45.43933184,153.4762897,95.92332045,167.904189,neutral,Sandy Clay Loam,Summer
Spinach,High,Day Neutral,15.99242426,944.1860741,7.129775124,13.04801339,222.5693912,58.76566235,128.2335371,74.16189924,65.42330661,neutral,Sandy Loam,Spring
Cabbage,High,Short Day Period,21.00105429,1011.912857,7.194039747,6.115192222,442.7856863,87.65927321,126.0024223,65.72966204,183.211984,neutral,Sandy Loam,Fall
Green Peas,Moderate,Short Day Period,18.48084517,871.8261778,6.562538522,7.09871064,239.1753067,64.79227488,140.8771811,26.19053746,133.4557645,neutral,Sandy,Fall
Endive,Moderate,Short Day Period,13.56718007,1428.431614,7.008617845,12.38480416,224.3053489,39.74380369,57.02094822,173.138433,153.3405746,neutral,Loam,Fall
Eggplants,High,Short Day Period,26.41129005,1444.83842,6.452004091,8.624431314,572.6507236,60.53847663,145.4446269,158.555676,227.8790827,slightly_acidic,Sandy Loam,Summer
Tomatoes,High,Short Day Period,25.1890749,561.5135797,6.69993793,6.82253639,465.1388268,52.59995119,127.3717933,161.5714206,350.2679257,neutral,Sandy Loam,Fall
Arugula,Moderate,Day Neutral,24.57463359,824.8096638,7.407167418,10.96993616,250.9191077,38.09797722,149.772317,318.6080872,158.5503211,alkaline,Silt Loam,Spring
Cress,High,Day Neutral,15.60279173,1475.145104,6.329202664,11.02338066,209.6712125,45.38218325,117.7952519,105.5111679,66.31545878,slightly_acidic,Clay Loam,Fall
Chard,High,Day Neutral,21.60235492,726.387844,7.092711607,12.63966021,971.5432172,45.54659029,163.5110997,139.7859063,323.4781854,neutral,Sandy Loam,Fall
Potatoes,High,Day Neutral,22.34300918,743.7611141,5.559892656,7.626166932,249.2345892,72.8905391,177.0604047,88.64464814,183.6377525,moderately_acidic,Silt Loam,Summer
Broccoli,Moderate,Short Day Period,19.46179031,824.8029286,6.375216752,7.360594357,541.7902297,58.87950443,104.9930948,101.456222,155.3032887,slightly_acidic,Clay Loam,Summer
Asparagus,High,Short Day Period,24.50630301,1146.662401,6.106253373,8.428586671,296.6155082,42.7839106,174.0328963,92.07482898,172.6453004,slightly_acidic,Sandy Loam,Spring
Lettuce,High,Long Day Period,15.0184799,1371.272443,7.127121217,13.79461304,521.1880574,59.45234978,132.5528036,42.95435522,194.5560162,neutral,Sandy Loam,Fall
Arugula,Moderate,Day Neutral,22.13478075,826.9776556,7.953977778,12.1452456,323.5489391,39.12160452,167.6017823,325.9481109,166.083258,alkaline,Clay Loam,Spring
Cauliflowers,High,Short Day Period,7.973879916,877.8894175,6.928056243,6.792171195,563.7645262,51.03575999,146.3958712,55.43530435,186.1289588,neutral,Silt Loam,Fall
Arugula,High,Short Day Period,18.71918035,741.35714,7.350634149,10.65410908,268.3358839,35.01953212,150.2842008,345.4012057,161.1117422,alkaline,Clay Loam,Fall
Cress,High,Day Neutral,18.1776263,1848.94614,6.490943634,11.17714121,390.3303428,43.35032804,106.4619527,76.19045551,110.5155334,slightly_acidic,Loam,Spring
Cabbage,High,Day Neutral,21.06623024,829.5281173,6.868939998,7.332369417,447.0925183,85.84362901,148.7108211,71.83456429,173.2394553,neutral,Loam,Spring
Spinach,High,Short Day Period,16.50617476,958.6860065,6.331222546,11.29878022,218.0772735,58.30869817,124.0992916,69.45511635,65.10408536,slightly_acidic,Sandy Loam,Spring
Green Peas,High,Short Day Period,23.35191755,877.0463589,6.306347521,6.906989467,272.2962404,65.08726854,138.1154788,39.82444998,128.7041526,slightly_acidic,Sandy,Spring
Chard,High,Day Neutral,19.30219241,729.852013,6.203778265,13.85343246,934.2355917,50.55735386,161.72577,258.2392691,293.465602,slightly_acidic,Sandy Loam,Spring
Cress,Moderate,Short Day Period,16.75009943,1281.607537,6.45776167,10.9960852,322.0307303,45.74948698,74.67210658,116.3756249,116.0842511,slightly_acidic,Loam,Spring
Watermelon,High,Short Day Period,33.14117988,599.2236266,6.022763399,7.481008025,280.4014591,90.16899075,97.13878275,19.42444841,53.27751597,slightly_acidic,Loam,Winter
Asparagus,High,Day Neutral,21.50121464,1075.493645,6.109506408,8.679779707,474.3335692,48.21081189,164.0597372,55.42235238,191.8236596,slightly_acidic,Sandy Loam,Spring
Kale,Moderate,Short Day Period,19.87848281,636.3176569,5.768245913,10.29572351,79.37257572,92.59311193,171.0447466,59.38672548,121.5177181,moderately_acidic,Loam,Winter
Endive,High,Short Day Period,19.99375093,1177.098464,6.924634107,13.36203854,218.1298804,59.34456694,45.76370617,80.2472932,201.7814183,neutral,Loam,Spring
Grapes,Moderate,Short Day Period,20.79980969,715.8899505,5.9084863,12.93370459,510.1484929,92.49774423,131.2152361,60.73836112,151.0252864,moderately_acidic,Sandy Clay Loam,Spring
Eggplants,Moderate,Short Day Period,23.84781803,1445.226677,5.675309773,9.555289011,555.5081661,57.34209605,149.7146644,155.8145803,216.248418,moderately_acidic,Sandy Loam,Spring
Radicchio,Moderate,Short Day Period,23.76440892,2081.232436,6.157128936,6.758902576,157.476062,95.5557107,128.2902211,38.77703277,75.87581345,slightly_acidic,Loam,Fall
Chilli Peppers,Moderate,Short Day Period,27.09164924,1229.547313,6.300374586,7.070765686,595.8900213,79.65564441,338.488517,144.4360001,479.8538587,slightly_acidic,Loam,Spring
Arugula,High,Day Neutral,22.31991551,675.8772444,7.429993495,11.05692833,290.8285444,37.02597333,159.4490527,326.2716422,159.8258013,alkaline,Loam,Fall
Tomatoes,Moderate,Short Day Period,23.85014461,437.4460726,5.394650203,7.661291342,575.7501218,53.93207262,136.3410884,163.5637256,329.3345036,strongly_acidic,Sandy Loam,Spring
Radicchio,Moderate,Short Day Period,21.75714686,1986.51257,6.326087539,6.92647246,227.833745,91.72474486,130.6313281,36.9030128,88.61597432,slightly_acidic,Loam,Spring
Cabbage,High,Short Day Period,21.69092417,475.8498286,6.427919061,6.20720095,318.8111883,80.51625533,131.4901275,82.72482093,191.7968162,slightly_acidic,Loam,Spring
Radicchio,Moderate,Short Day Period,24.74868116,1951.573172,7.103333625,6.275911596,150.996145,93.88072821,129.3200928,43.17690333,81.03476308,neutral,Loam,Spring
Eggplants,High,Short Day Period,23.46164158,1286.777474,6.051623256,8.928450064,958.6425535,50.83311004,146.5217762,151.7670828,215.6648647,slightly_acidic,Sandy Loam,Summer
Green Peas,Moderate,Short Day Period,18.06191257,915.05725,6.177172124,6.764911957,247.2245797,67.65065899,147.370834,50.74528191,132.4733113,slightly_acidic,Sandy Loam,Spring
Eggplants,High,Short Day Period,23.34201252,1294.956879,6.668569766,9.974771059,484.0407326,56.74901093,145.8098515,154.1803905,223.7217569,neutral,Sandy Loam,Fall
Cucumbers,High,Short Day Period,16.50536345,899.1887221,6.774490551,9.355793727,685.9480594,82.40927695,48.33875931,30.39497747,76.84436109,neutral,Silt Loam,Summer
Beet,High,Short Day Period,19.24143181,670.967843,6.439771307,6.12871208,152.4545705,99.63817843,148.5179688,146.0520208,110.6263388,slightly_acidic,Sandy Loam,Winter
Chilli Peppers,High,Short Day Period,18.8510849,993.0210795,6.499274099,10.5810269,531.9266508,79.60098671,336.4673489,147.8440139,503.2782348,slightly_acidic,Loam,Fall
Cress,High,Day Neutral,18.67973858,1155.796297,6.290201489,11.70974673,310.4778973,42.27046239,108.3820026,57.6777572,84.53327955,slightly_acidic,Sandy Clay Loam,Fall
Radicchio,Moderate,Short Day Period,26.70573131,1837.3763,6.767929393,7.855180558,154.8213789,93.18814098,132.2025808,37.27504824,100.2080127,neutral,Silt Loam,Spring
Lettuce,High,Day Neutral,14.34340156,1293.544845,6.596012344,13.4557716,399.1470564,67.83862159,138.3584868,48.97983762,209.6769024,neutral,Loam,Spring
Cauliflowers,High,Short Day Period,12.46450398,881.3189233,6.595663954,7.140550312,396.9307319,49.20654342,139.6777915,72.61099129,198.5260296,neutral,Loam,Fall
Cauliflowers,High,Day Neutral,20.39605509,950.8016341,6.115229945,7.003467244,403.6923765,53.99953961,142.3362181,58.20689038,184.1153166,slightly_acidic,Loam,Winter
Kale,Moderate,Short Day Period,14.49284814,868.4090472,5.798329675,10.79519523,81.1874391,92.82276695,192.5571019,64.15910173,129.4868367,moderately_acidic,Clay Loam,Winter
Tomatoes,High,Day Neutral,27.68294012,487.1454494,5.910586839,7.182155539,504.8233464,53.23653832,148.5762284,153.0970511,264.6370611,moderately_acidic,Sandy Clay Loam,Fall
Chilli Peppers,Moderate,Day Neutral,28.51794385,656.0188975,6.572989722,8.012005867,599.0745793,77.92780718,350.882581,146.7773659,480.9432033,neutral,Loam,Summer
Broccoli,High,Short Day Period,19.20820812,949.6582009,6.727408207,6.370274241,505.3173984,59.06498924,98.45632606,111.4105034,181.5950552,neutral,Loam,Spring
Endive,High,Short Day Period,21.34848298,1034.857703,7.636063191,13.05918433,258.5910864,49.11756414,47.34381235,136.1743365,216.4881882,alkaline,Loam,Fall
Cabbage,High,Short Day Period,18.47233441,640.3528454,7.095152316,5.234193178,411.8617697,53.51090365,135.0365263,64.9782918,182.2143105,neutral,Loam,Spring
Asparagus,High,Short Day Period,22.06555042,1132.748811,6.269974698,9.761186714,428.9294139,51.75034617,166.0385177,117.6189169,186.2435158,slightly_acidic,Sandy Loam,Spring
Grapes,Moderate,Short Day Period,20.38374525,740.5699617,7.105404949,13.04260836,604.899759,90.29068339,124.8470995,56.20931246,122.8207762,neutral,Loam,Summer
Cucumbers,Moderate,Short Day Period,18.17881982,1110.581355,6.180054898,8.867261931,402.596808,65.87350918,49.29413825,38.29944047,76.54715127,slightly_acidic,Sandy Loam,Summer
Endive,Moderate,Day Neutral,20.83684554,1079.305443,7.329061958,12.48997388,236.6963506,42.82293703,53.90355791,137.1545881,166.3445775,alkaline,Loam,Fall
Cucumbers,High,Short Day Period,25.62853908,1012.296549,6.686825377,10.11077227,638.9073769,78.95178306,46.86416394,14.68368019,71.47669041,neutral,Sandy Loam,Spring
Strawberry,Moderate,Day Neutral,18.79586968,792.5578843,6.465959575,13.44258162,402.2418866,91.1942729,170.4237511,124.754771,232.1387697,slightly_acidic,Loam,Winter
Strawberry,Moderate,Day Neutral,18.22743786,627.234603,6.180183221,13.65779435,565.8530096,92.7677383,177.6114092,134.3767064,231.9355509,slightly_acidic,Loam,Spring
Broccoli,High,Short Day Period,19.28729365,1048.273155,6.976890153,6.213768958,337.7006744,62.90915963,106.5180856,91.73013685,157.6480694,neutral,Clay Loam,Fall
Endive,High,Day Neutral,17.67440125,1144.549842,8.127006179,13.75166065,249.5384993,56.44989565,44.70065048,152.845756,161.1253802,alkaline,Silt Loam,Spring
Green Peas,Moderate,Short Day Period,17.6612594,877.1676846,6.723217853,6.218100797,464.012934,63.15892906,133.1810503,50.97385563,129.66623,neutral,Sandy Loam,Spring
Cress,High,Day Neutral,17.48499446,1357.782503,6.878279975,11.12022033,302.4080379,48.76147107,91.60468252,92.93322186,96.68537308,neutral,Loam,Fall
Asparagus,High,Short Day Period,27.80166465,1003.666925,6.214186757,9.84022938,354.3208192,42.33159435,140.5640369,108.9542559,160.4196505,slightly_acidic,Sandy Loam,Spring
Eggplants,High,Short Day Period,22.28542097,1558.33827,6.670905231,9.060564912,483.7755563,51.05230272,145.5215105,153.8693713,218.1467022,neutral,Sandy Clay Loam,Summer
Chilli Peppers,Moderate,Day Neutral,25.25449069,1041.010886,6.162588629,8.564754894,872.0386698,81.88170864,325.9255088,150.1013643,545.2081369,slightly_acidic,Loam,Fall
Radicchio,Moderate,Short Day Period,13.04618135,2100.162716,6.99043077,5.045380516,106.277373,94.53635705,131.6439833,37.4475822,72.05647291,neutral,Loam,Spring
Strawberry,Moderate,Short Day Period,22.80987457,752.2739235,6.286710206,13.30497915,491.1321,92.81733622,182.4170181,124.0131781,234.7862772,slightly_acidic,Loam,Spring
Endive,High,Day Neutral,20.36288458,1004.464981,7.009826848,12.94897914,299.8472692,48.82008926,49.59850368,147.8874561,182.5379401,neutral,Loam,Spring
Green Peas,Moderate,Short Day Period,12.26006527,795.9477565,6.506085511,6.055922128,245.8099755,66.65446028,163.6858445,37.64610459,128.0087047,neutral,Sandy Loam,Spring
Green Peas,Moderate,Day Neutral,11.93847792,784.9780175,6.336244201,6.948785093,310.7237373,65.63109227,158.4557657,43.32394874,108.1232231,slightly_acidic,Loam,Fall
Radicchio,Moderate,Short Day Period,25.02954986,2230.906336,7.131063338,7.656335229,185.9666098,91.22852019,131.4409934,38.9080735,85.24059242,neutral,Loam,Spring
Endive,Moderate,Short Day Period,19.79505468,1083.050307,7.157569865,13.43907454,197.1936013,44.14478629,43.41244857,97.13807929,109.1196199,neutral,Loam,Fall
Broccoli,Moderate,Short Day Period,20.89821307,725.5139026,6.618933719,6.703573863,499.3066371,46.45151428,126.3194291,103.6097472,149.8188133,neutral,Sandy Loam,Summer
Broccoli,High,Short Day Period,19.39325073,925.8341383,6.455618274,6.382000804,428.8038789,49.77114212,109.7605667,98.93723493,160.973577,slightly_acidic,Loam,Spring
Strawberry,Moderate,Short Day Period,12.6188127,852.5238447,6.357827163,12.8978617,488.1602638,92.20108365,179.5398753,124.7994856,226.7508784,slightly_acidic,Clay Loam,Spring
Radicchio,Moderate,Short Day Period,16.21549738,1824.20343,6.460837857,7.315235414,320.4434282,89.37427308,140.0797576,37.45316605,79.4018366,slightly_acidic,Loam,Summer
Radicchio,Moderate,Short Day Period,18.88112054,1964.315044,5.888366778,5.8236553,180.0805034,92.88029573,115.4165987,39.38303055,85.65836789,moderately_acidic,Loam,Fall
Arugula,Moderate,Short Day Period,18.72802184,771.2307552,7.509901839,11.33538739,270.0447278,37.10125169,159.6260683,335.2548694,166.1663131,alkaline,Loam,Fall
Watermelon,Moderate,Short Day Period,36.23565108,690.414501,6.887179236,6.317511845,319.4347825,90.14122952,86.77541852,22.90326831,58.85331624,neutral,Sandy Loam,Spring
Eggplants,High,Short Day Period,19.74612782,1318.198051,6.514910044,8.837015705,566.2036637,58.49352631,148.6581021,156.2178448,236.2787232,neutral,Sandy Clay Loam,Spring
Cabbage,High,Day Neutral,13.30389153,559.4051295,7.045937092,7.204411146,351.2137535,56.01604925,136.3909531,74.35256034,196.0560255,neutral,Loam,Fall
Beet,High,Short Day Period,14.16052824,680.8070584,6.729964931,6.154384085,144.8138672,98.68606204,106.0389128,159.045586,94.10319602,neutral,Sandy Clay Loam,Spring
Kale,High,Short Day Period,17.20192067,642.3279,5.593479003,10.7921983,85.67696234,99.10945669,168.9681282,62.1205246,121.4376186,moderately_acidic,Loam,Winter
Arugula,Moderate,Short Day Period,22.94344467,525.5476871,7.399097643,10.93897574,220.8114477,36.18456277,161.0564439,322.564801,158.3277812,alkaline,Loam,Fall
Cauliflowers,High,Day Neutral,12.46379948,798.7438677,6.831558963,7.010165583,440.1169726,50.33528332,157.6585793,68.72683202,186.6167162,neutral,Loam,Fall
Cress,High,Day Neutral,14.79785245,1396.956416,6.386930366,11.47060303,320.1604968,44.48927653,76.70056643,113.5328154,80.24472651,slightly_acidic,Silt Loam,Spring
Cauliflowers,High,Short Day Period,4.797004523,736.131128,6.600316585,6.747001916,330.0869175,48.89785679,128.8632037,78.10875449,188.8634362,neutral,Loam,Spring
Kale,High,Day Neutral,16.14708078,621.62077,5.744427581,11.05036181,78.93879342,93.47768598,227.2064591,63.49190094,126.5590652,moderately_acidic,Silt Loam,Summer
Beet,High,Day Neutral,25.85425827,673.5753354,6.276967855,7.086044269,104.1382072,99.36253536,131.1275382,145.1138005,98.32947869,slightly_acidic,Sandy Loam,Fall
Kale,High,Short Day Period,15.85589784,765.8030847,5.460736525,11.01600167,79.91133114,92.84637296,161.2065494,64.65811565,99.63770062,strongly_acidic,Loam,Fall
Green Peas,Moderate,Day Neutral,19.96670841,1119.170194,6.299721031,7.823657165,170.6298654,70.82261277,153.3291186,45.88589934,122.848958,slightly_acidic,Clay Loam,Spring
Watermelon,High,Short Day Period,35.8689684,550.5132805,6.385842343,6.749815629,295.9183242,90.68001138,83.06993902,41.4438763,42.7545311,slightly_acidic,Sandy Loam,Spring
Beet,Moderate,Short Day Period,20.69502735,767.1350883,6.627293701,6.792697389,105.8502536,99.8471156,99.47544533,161.4457177,90.93971938,neutral,Sandy Loam,Fall
Chilli Peppers,Moderate,Short Day Period,14.83373096,1221.602028,6.366021311,11.76963256,561.1255628,76.80878008,349.7335348,150.2226985,518.9762821,slightly_acidic,Clay Loam,Spring
